20190504,长宁,镇宁路,华敏世纪广场,83204元/m2,10套在售二手房
20190504,长宁,镇宁路,愚园路749弄,69230元/m2,2套在售二手房
20190504,长宁,镇宁路,江苏路285弄,141294元/m2,0套在售二手房
20190504,长宁,镇宁路,卫乐园,172768元/m2,1套在售二手房
20190504,长宁,镇宁路,淮海中路1950弄,102183元/m2,1套在售二手房
20190504,长宁,镇宁路,昭化东路82弄,112552元/m2,2套在售二手房
20190504,长宁,镇宁路,兴国路322号,暂无,2套在售二手房
20190504,长宁,镇宁路,延安西路626号,暂无,0套在售二手房
20190504,长宁,镇宁路,天星公寓(长宁),62852元/m2,0套在售二手房
20190504,长宁,镇宁路,裕丰国际大厦,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路69号,114559元/m2,1套在售二手房
20190504,长宁,镇宁路,泰安路109弄,88208元/m2,1套在售二手房
20190504,长宁,镇宁路,鸿丰香缇花园,138364元/m2,1套在售二手房
20190504,长宁,镇宁路,渔光邨,93811元/m2,0套在售二手房
20190504,长宁,镇宁路,昭化东路73号,92282元/m2,0套在售二手房
20190504,长宁,镇宁路,丁香公寓,94253元/m2,8套在售二手房
20190504,长宁,镇宁路,淮海别墅,101010元/m2,0套在售二手房
20190504,长宁,镇宁路,华敏翰尊国际,暂无,0套在售二手房
20190504,长宁,镇宁路,镇宁路545弄,71249元/m2,4套在售二手房
